asset_type,name,project,location,display_name,labels
iam.googleapis.com/WorkloadIdentityPoolProvider,//iam.googleapis.com/projects/192823657524/locations/global/workloadIdentityPools/github-actions/providers/github,projects/192823657524,global,github,
serviceusage.googleapis.com/Service,//serviceusage.googleapis.com/projects/192823657524/services/firestore.googleapis.com,projects/192823657524,global,firestore.googleapis.com,
serviceusage.googleapis.com/Service,//serviceusage.googleapis.com/projects/192823657524/services/gkebackup.googleapis.com,projects/192823657524,global,gkebackup.googleapis.com,
serviceusage.googleapis.com/Service,//serviceusage.googleapis.com/projects/192823657524/services/pubsub.googleapis.com,projects/192823657524,global,pubsub.googleapis.com,
iam.googleapis.com/WorkloadIdentityPool,//iam.googleapis.com/projects/192823657524/locations/global/workloadIdentityPools/github-actions,projects/192823657524,global,github-actions,
container.googleapis.com/NodePool,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/nodePools/pool-7,projects/192823657524,europe-north2,pool-7,
serviceusage.googleapis.com/Service,//serviceusage.googleapis.com/projects/192823657524/services/compute.googleapis.com,projects/192823657524,global,compute.googleapis.com,
k8s.io/Pod,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/pods/gke-system-balloon-pod-mwh7s,projects/192823657524,europe-north2,gke-system-balloon-pod-mwh7s,component=gke-system-balloon-pod
apps.k8s.io/ReplicaSet,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/default/apps/replicasets/longevity-app-7c684c45b5,projects/192823657524,europe-north2,longevity-app-7c684c45b5,app=longevity-app;pod-template-hash=7c684c45b5
k8s.io/Pod,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/default/pods/longevity-app-7c684c45b5-jx7m8,projects/192823657524,europe-north2,longevity-app-7c684c45b5-jx7m8,app=longevity-app;pod-template-hash=7c684c45b5
artifactregistry.googleapis.com/DockerImage,//artifactregistry.googleapis.com/projects/live-on-473112/locations/europe-north2/repositories/longevity-app/dockerImages/app@sha256:529b92d36920f170bbf2229a730285cb384d69e6008cac2f985acbdb1ce96ff6,projects/192823657524,europe-north2,projects/live-on-473112/locations/europe-north2/repositories/longevity-app/dockerImages/app@sha256:529b92d36920f170bbf2229a730285cb384d69e6008cac2f985acbdb1ce96ff6,
k8s.io/Pod,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/pods/gke-system-balloon-pod-j2mnv,projects/192823657524,europe-north2,gke-system-balloon-pod-j2mnv,component=gke-system-balloon-pod
apps.k8s.io/ReplicaSet,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/default/apps/replicasets/longevity-app-b56c8d45f,projects/192823657524,europe-north2,longevity-app-b56c8d45f,app=longevity-app;pod-template-hash=b56c8d45f
artifactregistry.googleapis.com/DockerImage,//artifactregistry.googleapis.com/projects/live-on-473112/locations/europe-north2/repositories/longevity-app/dockerImages/app@sha256:2fd5aa96c817811a3c772d1b653a1465b7bbe25d7ef450691c418653b5edf689,projects/192823657524,europe-north2,projects/live-on-473112/locations/europe-north2/repositories/longevity-app/dockerImages/app@sha256:2fd5aa96c817811a3c772d1b653a1465b7bbe25d7ef450691c418653b5edf689,
compute.googleapis.com/Route,//compute.googleapis.com/projects/live-on-473112/global/routes/default-route-r-7c52dcfaff79d102,projects/192823657524,global,default-route-r-7c52dcfaff79d102,
apps.k8s.io/ReplicaSet,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/default/apps/replicasets/longevity-app-75f8985b54,projects/192823657524,europe-north2,longevity-app-75f8985b54,app=longevity-app;pod-template-hash=75f8985b54
artifactregistry.googleapis.com/DockerImage,//artifactregistry.googleapis.com/projects/live-on-473112/locations/europe-north2/repositories/longevity-app/dockerImages/app@sha256:17cf96943db911de268282c00753f90cdf5d24cf9bbd85969d1156d2c9fdc709,projects/192823657524,europe-north2,projects/live-on-473112/locations/europe-north2/repositories/longevity-app/dockerImages/app@sha256:17cf96943db911de268282c00753f90cdf5d24cf9bbd85969d1156d2c9fdc709,
k8s.io/Pod,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/pods/gke-system-balloon-pod-krrzn,projects/192823657524,europe-north2,gke-system-balloon-pod-krrzn,component=gke-system-balloon-pod
apps.k8s.io/ReplicaSet,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/default/apps/replicasets/longevity-app-75d95579cb,projects/192823657524,europe-north2,longevity-app-75d95579cb,app=longevity-app;pod-template-hash=75d95579cb
artifactregistry.googleapis.com/DockerImage,//artifactregistry.googleapis.com/projects/live-on-473112/locations/europe-north2/repositories/longevity-app/dockerImages/app@sha256:8278fc0447ca0c775511db91b8d9458a2d35138872cbc749085905a6943365b0,projects/192823657524,europe-north2,projects/live-on-473112/locations/europe-north2/repositories/longevity-app/dockerImages/app@sha256:8278fc0447ca0c775511db91b8d9458a2d35138872cbc749085905a6943365b0,
apps.k8s.io/ReplicaSet,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/default/apps/replicasets/longevity-app-79dcc9dd7f,projects/192823657524,europe-north2,longevity-app-79dcc9dd7f,app=longevity-app;pod-template-hash=79dcc9dd7f
artifactregistry.googleapis.com/DockerImage,//artifactregistry.googleapis.com/projects/live-on-473112/locations/europe-north2/repositories/longevity-app/dockerImages/app@sha256:ad8d50e7c7511d19a50d983f5faf4df3054594212cd7c797b708325925ee18a5,projects/192823657524,europe-north2,projects/live-on-473112/locations/europe-north2/repositories/longevity-app/dockerImages/app@sha256:ad8d50e7c7511d19a50d983f5faf4df3054594212cd7c797b708325925ee18a5,
apps.k8s.io/ReplicaSet,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/default/apps/replicasets/longevity-app-7b6ff9445,projects/192823657524,europe-north2,longevity-app-7b6ff9445,app=longevity-app;pod-template-hash=7b6ff9445
artifactregistry.googleapis.com/DockerImage,//artifactregistry.googleapis.com/projects/live-on-473112/locations/europe-north2/repositories/longevity-app/dockerImages/app@sha256:d94c037c8d0e5347e268ae149367a299b9008d1c9757c456511f3b55870e5824,projects/192823657524,europe-north2,projects/live-on-473112/locations/europe-north2/repositories/longevity-app/dockerImages/app@sha256:d94c037c8d0e5347e268ae149367a299b9008d1c9757c456511f3b55870e5824,
apps.k8s.io/ReplicaSet,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/default/apps/replicasets/longevity-app-66fb66c56c,projects/192823657524,europe-north2,longevity-app-66fb66c56c,app=longevity-app;pod-template-hash=66fb66c56c
artifactregistry.googleapis.com/DockerImage,//artifactregistry.googleapis.com/projects/live-on-473112/locations/europe-north2/repositories/longevity-app/dockerImages/app@sha256:7eee0cc06317a1fff5ab1b60e8cbd80fb76ea35dab554ced4344d5ddb4fb388b,projects/192823657524,europe-north2,projects/live-on-473112/locations/europe-north2/repositories/longevity-app/dockerImages/app@sha256:7eee0cc06317a1fff5ab1b60e8cbd80fb76ea35dab554ced4344d5ddb4fb388b,
apps.k8s.io/ReplicaSet,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/default/apps/replicasets/longevity-app-77bb6b8d68,projects/192823657524,europe-north2,longevity-app-77bb6b8d68,app=longevity-app;pod-template-hash=77bb6b8d68
artifactregistry.googleapis.com/DockerImage,//artifactregistry.googleapis.com/projects/live-on-473112/locations/europe-north2/repositories/longevity-app/dockerImages/app@sha256:b611d69702fab41938f7d977010604c09ec79f710e009ba5b7b75913d2cce30e,projects/192823657524,europe-north2,projects/live-on-473112/locations/europe-north2/repositories/longevity-app/dockerImages/app@sha256:b611d69702fab41938f7d977010604c09ec79f710e009ba5b7b75913d2cce30e,
apps.k8s.io/ReplicaSet,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/default/apps/replicasets/longevity-app-798b6b4487,projects/192823657524,europe-north2,longevity-app-798b6b4487,app=longevity-app;pod-template-hash=798b6b4487
artifactregistry.googleapis.com/DockerImage,//artifactregistry.googleapis.com/projects/live-on-473112/locations/europe-north2/repositories/longevity-app/dockerImages/app@sha256:1296ae9fa5331ef060f6daa2253a4298554bb585e77823d8b6b59b09db86e1f1,projects/192823657524,europe-north2,projects/live-on-473112/locations/europe-north2/repositories/longevity-app/dockerImages/app@sha256:1296ae9fa5331ef060f6daa2253a4298554bb585e77823d8b6b59b09db86e1f1,
apps.k8s.io/ReplicaSet,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/default/apps/replicasets/longevity-app-547945bb6,projects/192823657524,europe-north2,longevity-app-547945bb6,app=longevity-app;pod-template-hash=547945bb6
artifactregistry.googleapis.com/DockerImage,//artifactregistry.googleapis.com/projects/live-on-473112/locations/europe-north2/repositories/longevity-app/dockerImages/app@sha256:d9ef43699c8277b465c9df40f1b221444bef3b5427f0b6e3c49215ce84b00505,projects/192823657524,europe-north2,projects/live-on-473112/locations/europe-north2/repositories/longevity-app/dockerImages/app@sha256:d9ef43699c8277b465c9df40f1b221444bef3b5427f0b6e3c49215ce84b00505,
apps.k8s.io/ReplicaSet,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/default/apps/replicasets/longevity-app-646975df8b,projects/192823657524,europe-north2,longevity-app-646975df8b,app=longevity-app;pod-template-hash=646975df8b
artifactregistry.googleapis.com/DockerImage,//artifactregistry.googleapis.com/projects/live-on-473112/locations/europe-north2/repositories/longevity-app/dockerImages/app@sha256:9229181e73eb516f6af8879ea52ab0974c965333ac89308d8e39dfa5f0facc7f,projects/192823657524,europe-north2,projects/live-on-473112/locations/europe-north2/repositories/longevity-app/dockerImages/app@sha256:9229181e73eb516f6af8879ea52ab0974c965333ac89308d8e39dfa5f0facc7f,
artifactregistry.googleapis.com/DockerImage,//artifactregistry.googleapis.com/projects/live-on-473112/locations/europe-north2/repositories/longevity-app/dockerImages/app@sha256:a85691884f98c21d212f166c8731072c3f60d2796939c7333b429825a0cf813a,projects/192823657524,europe-north2,projects/live-on-473112/locations/europe-north2/repositories/longevity-app/dockerImages/app@sha256:a85691884f98c21d212f166c8731072c3f60d2796939c7333b429825a0cf813a,
artifactregistry.googleapis.com/DockerImage,//artifactregistry.googleapis.com/projects/live-on-473112/locations/europe-north2/repositories/longevity-app/dockerImages/app@sha256:1b662c5e71f91d0c8e2dba0bdb1758393977bb339d8b3a2c571383c377bb5811,projects/192823657524,europe-north2,projects/live-on-473112/locations/europe-north2/repositories/longevity-app/dockerImages/app@sha256:1b662c5e71f91d0c8e2dba0bdb1758393977bb339d8b3a2c571383c377bb5811,
artifactregistry.googleapis.com/DockerImage,//artifactregistry.googleapis.com/projects/live-on-473112/locations/europe-north2/repositories/longevity-app/dockerImages/app@sha256:b4d92bcb56fca5ebc403dbeeeb846b78e443be000968048689975ed2b830df63,projects/192823657524,europe-north2,projects/live-on-473112/locations/europe-north2/repositories/longevity-app/dockerImages/app@sha256:b4d92bcb56fca5ebc403dbeeeb846b78e443be000968048689975ed2b830df63,
artifactregistry.googleapis.com/DockerImage,//artifactregistry.googleapis.com/projects/live-on-473112/locations/europe-north2/repositories/longevity-app/dockerImages/app@sha256:82fdcc7f3234bed72eddf7bd756b599cdfd2688072ea512bc70cf5ee152a59a4,projects/192823657524,europe-north2,projects/live-on-473112/locations/europe-north2/repositories/longevity-app/dockerImages/app@sha256:82fdcc7f3234bed72eddf7bd756b599cdfd2688072ea512bc70cf5ee152a59a4,
artifactregistry.googleapis.com/DockerImage,//artifactregistry.googleapis.com/projects/live-on-473112/locations/europe-north2/repositories/longevity-app/dockerImages/app@sha256:71bbce8f0b3c1b58b01c5eb83e08a8bc960bee43b720f73309d03b14baee4173,projects/192823657524,europe-north2,projects/live-on-473112/locations/europe-north2/repositories/longevity-app/dockerImages/app@sha256:71bbce8f0b3c1b58b01c5eb83e08a8bc960bee43b720f73309d03b14baee4173,
artifactregistry.googleapis.com/DockerImage,//artifactregistry.googleapis.com/projects/live-on-473112/locations/europe-north2/repositories/longevity-app/dockerImages/app@sha256:ecd32582b8a3f162a150e3ba9801e35b2d43d8dd66d083f5b4c4b36c05ccc238,projects/192823657524,europe-north2,projects/live-on-473112/locations/europe-north2/repositories/longevity-app/dockerImages/app@sha256:ecd32582b8a3f162a150e3ba9801e35b2d43d8dd66d083f5b4c4b36c05ccc238,
storage.googleapis.com/Bucket,//storage.googleapis.com/live-on-473112-log-bucket,projects/192823657524,europe-north2,live-on-473112-log-bucket,
batch.k8s.io/Job,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/default/batch/jobs/longevity-content-pipeline-29317260,projects/192823657524,europe-north2,longevity-content-pipeline-29317260,app=longevity-app;batch.kubernetes.io/controller-uid=3a59fd55-c156-413d-818c-0cbc36511049;batch.kubernetes.io/job-name=longevity-content-pipeline-29317260;controller-uid=3a59fd55-c156-413d-818c-0cbc36511049;job-name=longevity-content-pipeline-29317260
k8s.io/Pod,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/default/pods/longevity-content-pipeline-29317260-fqm7r,projects/192823657524,europe-north2,longevity-content-pipeline-29317260-fqm7r,app=longevity-app;batch.kubernetes.io/controller-uid=3a59fd55-c156-413d-818c-0cbc36511049;batch.kubernetes.io/job-name=longevity-content-pipeline-29317260;controller-uid=3a59fd55-c156-413d-818c-0cbc36511049;job-name=longevity-content-pipeline-29317260
artifactregistry.googleapis.com/DockerImage,//artifactregistry.googleapis.com/projects/live-on-473112/locations/europe-north2/repositories/longevity-app/dockerImages/app@sha256:cf675faf686875b919d9ae0cbee9f76f9afeb782976e7ef47d5122c5eef1e1ce,projects/192823657524,europe-north2,projects/live-on-473112/locations/europe-north2/repositories/longevity-app/dockerImages/app@sha256:cf675faf686875b919d9ae0cbee9f76f9afeb782976e7ef47d5122c5eef1e1ce,
artifactregistry.googleapis.com/DockerImage,//artifactregistry.googleapis.com/projects/live-on-473112/locations/europe-north2/repositories/longevity-app/dockerImages/app@sha256:cb25112593d90680f7733f9242fca46c6959b14265b2569ef8ef3837e1726652,projects/192823657524,europe-north2,projects/live-on-473112/locations/europe-north2/repositories/longevity-app/dockerImages/app@sha256:cb25112593d90680f7733f9242fca46c6959b14265b2569ef8ef3837e1726652,
artifactregistry.googleapis.com/DockerImage,//artifactregistry.googleapis.com/projects/live-on-473112/locations/europe-north2/repositories/longevity-app/dockerImages/app@sha256:be9a03417398247847dabb9204fb712bcf68f79b8f537ec54f2bd30202447ad6,projects/192823657524,europe-north2,projects/live-on-473112/locations/europe-north2/repositories/longevity-app/dockerImages/app@sha256:be9a03417398247847dabb9204fb712bcf68f79b8f537ec54f2bd30202447ad6,
artifactregistry.googleapis.com/DockerImage,//artifactregistry.googleapis.com/projects/live-on-473112/locations/europe-north2/repositories/longevity-app/dockerImages/app@sha256:496e8e692859a5f372e9ec0ce35524b7d0d7dcc6880dfb6caa342cc211acf5af,projects/192823657524,europe-north2,projects/live-on-473112/locations/europe-north2/repositories/longevity-app/dockerImages/app@sha256:496e8e692859a5f372e9ec0ce35524b7d0d7dcc6880dfb6caa342cc211acf5af,
artifactregistry.googleapis.com/DockerImage,//artifactregistry.googleapis.com/projects/live-on-473112/locations/europe-north2/repositories/longevity-app/dockerImages/app@sha256:6ef4a414d060029ed5153c81af78c5ed1a4ba1c2fc6c6421ae3ab536f30f3789,projects/192823657524,europe-north2,projects/live-on-473112/locations/europe-north2/repositories/longevity-app/dockerImages/app@sha256:6ef4a414d060029ed5153c81af78c5ed1a4ba1c2fc6c6421ae3ab536f30f3789,
artifactregistry.googleapis.com/DockerImage,//artifactregistry.googleapis.com/projects/live-on-473112/locations/europe-north2/repositories/longevity-app/dockerImages/app@sha256:232c7b49a2b966b4f6425548363566ac0afc18ba9b0925d1e3f73885f4b3034c,projects/192823657524,europe-north2,projects/live-on-473112/locations/europe-north2/repositories/longevity-app/dockerImages/app@sha256:232c7b49a2b966b4f6425548363566ac0afc18ba9b0925d1e3f73885f4b3034c,
artifactregistry.googleapis.com/DockerImage,//artifactregistry.googleapis.com/projects/live-on-473112/locations/europe-north2/repositories/longevity-app/dockerImages/app@sha256:eae297b6dd34b1dc24d79998010da8358bfd75305d6b094bc896dae8f24c13f6,projects/192823657524,europe-north2,projects/live-on-473112/locations/europe-north2/repositories/longevity-app/dockerImages/app@sha256:eae297b6dd34b1dc24d79998010da8358bfd75305d6b094bc896dae8f24c13f6,
artifactregistry.googleapis.com/DockerImage,//artifactregistry.googleapis.com/projects/live-on-473112/locations/europe-north2/repositories/longevity-app/dockerImages/app@sha256:f68ebcb910c9b4090fa3ce121b4857c7357181b9ac693d491038a22f3e09fbec,projects/192823657524,europe-north2,projects/live-on-473112/locations/europe-north2/repositories/longevity-app/dockerImages/app@sha256:f68ebcb910c9b4090fa3ce121b4857c7357181b9ac693d491038a22f3e09fbec,
k8s.io/Pod,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/default/pods/fscheck-lf4q2,projects/192823657524,europe-north2,fscheck-lf4q2,batch.kubernetes.io/controller-uid=eaeba0d0-2aa7-4f99-90b2-78980a9d671c;batch.kubernetes.io/job-name=fscheck;controller-uid=eaeba0d0-2aa7-4f99-90b2-78980a9d671c;job-name=fscheck
k8s.io/Pod,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/default/pods/fscheck-wm9lx,projects/192823657524,europe-north2,fscheck-wm9lx,batch.kubernetes.io/controller-uid=eaeba0d0-2aa7-4f99-90b2-78980a9d671c;batch.kubernetes.io/job-name=fscheck;controller-uid=eaeba0d0-2aa7-4f99-90b2-78980a9d671c;job-name=fscheck
k8s.io/Pod,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/default/pods/fscheck-2r6s9,projects/192823657524,europe-north2,fscheck-2r6s9,batch.kubernetes.io/controller-uid=eaeba0d0-2aa7-4f99-90b2-78980a9d671c;batch.kubernetes.io/job-name=fscheck;controller-uid=eaeba0d0-2aa7-4f99-90b2-78980a9d671c;job-name=fscheck
k8s.io/Pod,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/default/pods/fscheck-5vmff,projects/192823657524,europe-north2,fscheck-5vmff,batch.kubernetes.io/controller-uid=eaeba0d0-2aa7-4f99-90b2-78980a9d671c;batch.kubernetes.io/job-name=fscheck;controller-uid=eaeba0d0-2aa7-4f99-90b2-78980a9d671c;job-name=fscheck
k8s.io/Pod,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/default/pods/fscheck-r7jxp,projects/192823657524,europe-north2,fscheck-r7jxp,batch.kubernetes.io/controller-uid=eaeba0d0-2aa7-4f99-90b2-78980a9d671c;batch.kubernetes.io/job-name=fscheck;controller-uid=eaeba0d0-2aa7-4f99-90b2-78980a9d671c;job-name=fscheck
k8s.io/Pod,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/default/pods/fscheck-snx6x,projects/192823657524,europe-north2,fscheck-snx6x,batch.kubernetes.io/controller-uid=eaeba0d0-2aa7-4f99-90b2-78980a9d671c;batch.kubernetes.io/job-name=fscheck;controller-uid=eaeba0d0-2aa7-4f99-90b2-78980a9d671c;job-name=fscheck
k8s.io/Pod,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/default/pods/fscheck-2xl6z,projects/192823657524,europe-north2,fscheck-2xl6z,batch.kubernetes.io/controller-uid=eaeba0d0-2aa7-4f99-90b2-78980a9d671c;batch.kubernetes.io/job-name=fscheck;controller-uid=eaeba0d0-2aa7-4f99-90b2-78980a9d671c;job-name=fscheck
batch.k8s.io/Job,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/default/batch/jobs/fscheck,projects/192823657524,europe-north2,fscheck,batch.kubernetes.io/controller-uid=eaeba0d0-2aa7-4f99-90b2-78980a9d671c;batch.kubernetes.io/job-name=fscheck;controller-uid=eaeba0d0-2aa7-4f99-90b2-78980a9d671c;job-name=fscheck
artifactregistry.googleapis.com/DockerImage,//artifactregistry.googleapis.com/projects/live-on-473112/locations/europe-north2/repositories/longevity-app/dockerImages/app@sha256:f051c0a7a18f3889fb3681fdd5978030c220cfc64238c163c1bad3cecb130699,projects/192823657524,europe-north2,projects/live-on-473112/locations/europe-north2/repositories/longevity-app/dockerImages/app@sha256:f051c0a7a18f3889fb3681fdd5978030c220cfc64238c163c1bad3cecb130699,
k8s.io/Pod,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/pods/kube-dns-autoscaler-84f57456b5-sz9dz,projects/192823657524,europe-north2,kube-dns-autoscaler-84f57456b5-sz9dz,k8s-app=kube-dns-autoscaler;pod-template-hash=84f57456b5
k8s.io/Pod,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/pods/l7-default-backend-78c4f7b9d6-99zgr,projects/192823657524,europe-north2,l7-default-backend-78c4f7b9d6-99zgr,k8s-app=glbc;name=glbc;pod-template-hash=78c4f7b9d6
k8s.io/Pod,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/pods/metrics-server-v1.33.0-6ddc496f69-dqbmh,projects/192823657524,europe-north2,metrics-server-v1.33.0-6ddc496f69-dqbmh,k8s-app=metrics-server;pod-template-hash=6ddc496f69;version=v1.33.0
k8s.io/Pod,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/pods/antrea-controller-horizontal-autoscaler-774859ff49-l82sf,projects/192823657524,europe-north2,antrea-controller-horizontal-autoscaler-774859ff49-l82sf,k8s-app=antrea-controller-autoscaler;pod-template-hash=774859ff49
k8s.io/Pod,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/pods/konnectivity-agent-autoscaler-694fbd54bc-v49s6,projects/192823657524,europe-north2,konnectivity-agent-autoscaler-694fbd54bc-v49s6,k8s-app=konnectivity-agent-autoscaler;pod-template-hash=694fbd54bc
k8s.io/Pod,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/pods/egress-nat-controller-749bdd969-wz284,projects/192823657524,europe-north2,egress-nat-controller-749bdd969-wz284,component=netd;gke-app=egress-nat-controller;pod-template-hash=749bdd969
k8s.io/Pod,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/pods/gcsfusecsi-node-xp5pr,projects/192823657524,europe-north2,gcsfusecsi-node-xp5pr,controller-revision-hash=6d798979d7;k8s-app=gcs-fuse-csi-driver;pod-template-generation=1
k8s.io/Pod,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/pods/gke-metrics-agent-89czt,projects/192823657524,europe-north2,gke-metrics-agent-89czt,component=gke-metrics-agent;controller-revision-hash=74c68ffc9c;k8s-app=gke-metrics-agent;pod-template-generation=1
k8s.io/Pod,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/pods/filestore-node-t7ss9,projects/192823657524,europe-north2,filestore-node-t7ss9,controller-revision-hash=65c5776966;k8s-app=gcp-filestore-csi-driver;pod-template-generation=2
k8s.io/Pod,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/gke-gmp-system/pods/collector-frzm8,projects/192823657524,europe-north2,collector-frzm8,app=managed-prometheus-collector;app.kubernetes.io/name=collector;app.kubernetes.io/version=0.15.4;controller-revision-hash=58bbbf55b6;pod-template-generation=1
k8s.io/Pod,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/pods/node-local-dns-5ptmx,projects/192823657524,europe-north2,node-local-dns-5ptmx,controller-revision-hash=c589b6b;k8s-app=node-local-dns;networking.gke.io/dns-provider=cloud-dns;pod-template-generation=2
k8s.io/Pod,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/pods/parallelstore-csi-node-znhnm,projects/192823657524,europe-north2,parallelstore-csi-node-znhnm,controller-revision-hash=9f54bbc89;k8s-app=parallelstore-csi-driver;pod-template-generation=1
k8s.io/Pod,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/pods/fluentbit-gke-big-fhv82,projects/192823657524,europe-north2,fluentbit-gke-big-fhv82,component=fluentbit-gke;controller-revision-hash=86dcfc98dd;k8s-app=fluentbit-gke;kubernetes.io/cluster-service=true;nodeType=big;pod-template-generation=1
k8s.io/Pod,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/pods/netd-6qz56,projects/192823657524,europe-north2,netd-6qz56,controller-revision-hash=7cf4668768;k8s-app=netd;pod-template-generation=1
k8s.io/Pod,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/pods/pdcsi-node-8c6mj,projects/192823657524,europe-north2,pdcsi-node-8c6mj,controller-revision-hash=7d8bcc5dfb;k8s-app=gcp-compute-persistent-disk-csi-driver;pod-template-generation=1
k8s.io/Pod,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/pods/ip-masq-agent-gdqxs,projects/192823657524,europe-north2,ip-masq-agent-gdqxs,controller-revision-hash=79b844b898;k8s-app=ip-masq-agent;pod-template-generation=1
k8s.io/Pod,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/pods/gke-metadata-server-4qq7n,projects/192823657524,europe-north2,gke-metadata-server-4qq7n,addonmanager.kubernetes.io/mode=Reconcile;controller-revision-hash=75c558dc74;k8s-app=gke-metadata-server;pod-template-generation=1
k8s.io/Pod,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/pods/anetd-m-9lkc4,projects/192823657524,europe-north2,anetd-m-9lkc4,controller-revision-hash=64866c48dc;k8s-app=cilium;pod-template-generation=1
k8s.io/Pod,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/pods/efficiency-daemon-hcv5n,projects/192823657524,europe-north2,efficiency-daemon-hcv5n,controller-revision-hash=7844fb9dc4;k8s-app=efficiency-daemon;name=efficiency-daemon;pod-template-generation=1
